,waktu,user,text,STOP_REMOVAL,STEMMING,labeling
618,2022-08-12 10:52:02+00:00,petacahaya,kemarin sempat viral fenomena abg usia belia merokok citayam fashion week area taman stasiun mrt dukuh atas,kemarin viral fenomena abg usia belia merokok citayam fashion week area taman stasiun mrt dukuh,kemarin viral fenomena abg usia belia rokok citayam fashion week area taman stasiun mrt dukuh,bully
619,2022-08-12 10:50:53+00:00,zahra02497849,pemuda citayam fashion week gambaran pemuda sekuler gak peduli apapun penting eksis mmc millenials,pemuda citayam fashion week gambaran pemuda sekuler gak peduli apapun eksis mmc millenials,pemuda citayam fashion week gambar pemuda sekuler gak peduli apa eks mmc millenials,bully
620,2022-08-12 10:49:57+00:00,akibatyang,mmc millenials pemuda citayam terlihat abg usia belia merokok citayam fashion week area parkir dukuh atas,mmc millenials pemuda citayam abg usia belia merokok citayam fashion week area parkir dukuh,mmc millenials pemuda citayam abg usia belia rokok citayam fashion week area parkir dukuh,bully
621,2022-08-12 10:44:36+00:00,hary_0660,mmc millenials bahas tentang pemuda abg citayam ada yang menjadi perokok aktif bagaimana pandangan islam tentang,mmc millenials bahas pemuda abg citayam perokok aktif pandangan islam,mmc millenials bahas pemuda abg citayam okok aktif pandang islam,bully
622,2022-08-12 10:43:50+00:00,isycream_,ketika ngerasa useless ingatlah peringatan bahaya rokok ada bungkus2nya gada guna selama negara msh ,ngerasa useless ingatlah peringatan bahaya rokok bungkus2nya gada negara msh ,ngerasa useless ingat ingat bahaya rokok bungkus2nya gada negara msh,bully
623,2022-08-12 10:42:29+00:00,amp_stories,top story fenomena abg perokok aktif citayam fashion week mmc millenials see more,top story fenomena abg perokok aktif citayam fashion week mmc millenials see more,top story fenomena abg okok aktif citayam fashion week mmc millenials see more,bully
624,2022-08-12 10:39:11+00:00,mudofarisme, sedjak citayam fesyen wik mulai, sedjak citayam fesyen wik,sedjak citayam fesyen wik,not bully
625,2022-08-12 10:36:59+00:00,gxrlhyejin,fenomena pemuda citayam merokok sekali lagi membuktikan bahwa sistem kapitalisme menjadikan negara amp para pengusah,fenomena pemuda citayam merokok membuktikan sistem kapitalisme menjadikan negara amp pengusah,fenomena pemuda citayam rokok bukti sistem kapitalisme jadi negara amp usah,bully
626,2022-08-12 10:35:34+00:00,cahayap22285471,pemuda citayam dan rokok yang bisa merusak betapa generasi saat ini butuh perisai umat ada mmc millenial yuk ,pemuda citayam rokok merusak betapa generasi butuh perisai umat mmc millenial yuk ,pemuda citayam rokok rusak betapa generasi butuh perisai umat mmc millenial yuk,bully
627,2022-08-12 10:35:16+00:00,akbarsadarpo,gara gara kasus bedilbedilan hongib citayam fashion week jadi gak muncul timeline lagi untung baim wong gak jadi beli,gara gara bedilbedilan hongib citayam fashion week gak muncul timeline untung baim gak beli,gara gara bedilbedilan hongib citayam fashion week gak muncul timeline untung baim gak beli,not bully
628,2022-08-12 10:34:29+00:00,sasatrop222,pemuda citayam perokok aktif watt simak selengkapnya islamkaffah,pemuda citayam perokok aktif watt simak selengkapnya islamkaffah,pemuda citayam okok aktif watt simak lengkap islamkaffah,bully
629,2022-08-12 10:33:50+00:00,dilakuy222,pemuda citayam perokok aktif simak selengkapnya islamkaffah,pemuda citayam perokok aktif simak selengkapnya islamkaffah,pemuda citayam okok aktif simak lengkap islamkaffah,bully
630,2022-08-12 10:32:31+00:00,pradasari222,pemuda citayam perokok aktif simak selengkapnya islamkaffah,pemuda citayam perokok aktif simak selengkapnya islamkaffah,pemuda citayam okok aktif simak lengkap islamkaffah,bully
631,2022-08-12 10:31:56+00:00,lalasapitri145,fenomena pemuda citayam perokok aktif omaainooo simak selengkapnya islamkaffah,fenomena pemuda citayam perokok aktif omaainooo simak selengkapnya islamkaffah,fenomena pemuda citayam okok aktif omaainooo simak lengkap islamkaffah,not bully
632,2022-08-12 10:31:44+00:00,permatacerdas,masih tentang pemuda citayam kali ini membahas soal kebiasaan merokok yang dapat menimbulkan ketergantungan kali ,pemuda citayam kali membahas kebiasaan merokok menimbulkan ketergantungan kali ,pemuda citayam kali bahas biasa rokok timbul gantung kali,not bully
633,2022-08-12 10:31:06+00:00,tasyakarisma111,fenomena pemuda citayam perokok aktif simak selengkapnya islamkaffah,fenomena pemuda citayam perokok aktif simak selengkapnya islamkaffah,fenomena pemuda citayam okok aktif simak lengkap islamkaffah,bully
634,2022-08-12 10:29:27+00:00,aisymiaw,pemuda citayam merokok rata rata masih anak sekolah smp sma tak bisa dinafikkan rokok itu sangat berbahaya ,pemuda citayam merokok anak sekolah smp sma dinafikkan rokok berbahaya ,pemuda citayam rokok anak sekolah smp sma dinafikkan rokok bahaya,bully
635,2022-08-12 10:29:22+00:00,putricemerlang,pemuda citayam dan rokok yang banyak dikonsumsi jelas yang untung adalah pengusaha rokok lalu pemuda nya dapat apa,pemuda citayam rokok dikonsumsi untung pengusaha rokok pemuda nya,pemuda citayam rokok konsumsi untung usaha rokok pemuda nya,bully
636,2022-08-12 10:29:18+00:00,amrudinnejad_, terlambat citayam, terlambat citayam,lambat citayam,not bully
637,2022-08-12 10:28:11+00:00,aisyahsyaheeda,emang etis kalau perokok aktif itu anak2 gak sob cuma norma itu keknya berguna deh realitanx byk anak2 ,emang etis perokok aktif anak2 gak sob norma keknya berguna deh realitanx byk anak2 ,emang etis okok aktif anak2 gak sob norma kek guna deh realitanx byk anak2,bully
638,2022-08-12 10:27:33+00:00,aya_sophia_s,kasihan para pemuda citayam kemarin ada cfw mereka sadar sudah merusak kesehatannya dgn merokok mungkin,kasihan pemuda citayam kemarin cfw sadar merusak kesehatannya dgn merokok,kasihan pemuda citayam kemarin cfw sadar rusak sehat dgn rokok,bully
639,2022-08-12 10:27:01+00:00,tilmiidzatun,pemuda citayam dan rokok yang membahayakan tubuh lalu bagaimana pandangan islam tentang rokok yuk sob simak mmc ,pemuda citayam rokok membahayakan tubuh pandangan islam rokok yuk sob simak mmc ,pemuda citayam rokok bahaya tubuh pandang islam rokok yuk sob simak mmc,bully
640,2022-08-12 10:26:32+00:00,cappucino1985, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,not bully
641,2022-08-12 10:26:19+00:00,cappucino1985,generasi generasi pengen optimis bhw populasi indonesia buanyak ini brkualitas jika dlihat para ,generasi generasi pengen optimis bhw populasi indonesia buanyak brkualitas dlihat ,generasi generasi ken optimis bhw populasi indonesia buanyak brkualitas dlihat,bully
642,2022-08-12 10:25:44+00:00,mahdikherid,terlambat citayam,terlambat citayam,lambat citayam,not bully
643,2022-08-12 10:25:32+00:00,qist40778675,pemuda citayam banyak yang merokok yang berbahaya bagi kesehatan dalam islamkaffah pun ada solusinya yuk simak ,pemuda citayam merokok berbahaya kesehatan islamkaffah solusinya yuk simak ,pemuda citayam rokok bahaya sehat islamkaffah solusi yuk simak,not bully
644,2022-08-12 10:24:22+00:00,langitbiru1102,sob apa pendapat kalian kalau melihat anak abg lagi nongkrong terus ngerokok kayak kemarin sempat viral fen,sob pendapat anak abg nongkrong ngerokok kayak kemarin viral fen,sob dapat anak abg nongkrong ngerokok kayak kemarin viral fen,bully
645,2022-08-12 10:24:18+00:00,hanami_sakura11,sekularisme mjdkan orang2 jauh agama dan hanya mementingkan hawa nafsunya dlm melakukan sesuatu sekalipun itu,sekularisme mjdkan orang2 agama mementingkan hawa nafsunya dlm,sekularisme mjdkan orang2 agama penting hawa nafsu dlm,bully
646,2022-08-12 10:24:15+00:00,aisyahain14,ish ish ish fenomena abg perokok aktif citayam fashion week woow miris banget tapi pede banget mereka,ish ish ish fenomena abg perokok aktif citayam fashion week woow miris banget pede banget,ish ish ish fenomena abg okok aktif citayam fashion week woow miris banget pede banget,bully
647,2022-08-12 10:24:09+00:00,hafsa_thekids,sdh umum sbenernya anak2 jaman skrg merokok masih pada pke srgam putih merah sdh sngat butuh pngakuan biar keren,sdh sbenernya anak2 jaman skrg merokok pke srgam putih merah sdh sngat butuh pngakuan biar keren,sdh sbenernya anak2 jaman skrg rokok pke srgam putih merah sdh sngat butuh pngakuan biar keren,bully
648,2022-08-12 10:24:06+00:00,inasfauziah_,sob apa pendapat kalian kalau melihat anak abg lagi nongkrong terus ngerokok kayak kemarin sempat viral fen,sob pendapat anak abg nongkrong ngerokok kayak kemarin viral fen,sob dapat anak abg nongkrong ngerokok kayak kemarin viral fen,bully
649,2022-08-12 10:22:47+00:00,biiayyya,fenomena pemuda abg citayam mayoritas was wus alias merokok kelihatan keren tapi bgmn pandangan dlm islam,fenomena pemuda abg citayam mayoritas was wus alias merokok keren bgmn pandangan dlm islam,fenomena pemuda abg citayam mayoritas was wus alias rokok keren bgmn pandang dlm islam,bully
650,2022-08-12 10:21:55+00:00,mutiara91730302,saking bebasnya dan bablasnya mnganggap keren klo sdh pinter merokok masih anak2 lagi waaahhh memang pemuda,saking bebasnya bablasnya mnganggap keren klo sdh pinter merokok anak2 waaahhh pemuda,saking bebas bablas mnganggap keren klo sdh pinter rokok anak2 waaahhh pemuda,bully
651,2022-08-12 10:21:48+00:00,wlndschatten, misi kak roy ama jeje jauh jauh dari citayam nih, misi kak roy ama jeje citayam nih,misi kak roy ama jeje citayam nih,not bully
652,2022-08-12 10:20:46+00:00,yani_boleh,sebenarnya bukan hanya pemuda citayam jadi perokok aktif kegiatan merokok sendiri itu banyak terjadi antara ana,pemuda citayam perokok aktif kegiatan merokok ana,pemuda citayam okok aktif giat rokok ana,bully
653,2022-08-12 10:20:40+00:00,aisyahsyaheeda,fenomena abg perokok aktif citayam fashion week widiw kelihatannya keren tapi miris lihatnya harusnya ana,fenomena abg perokok aktif citayam fashion week widiw keren miris lihatnya ana,fenomena abg okok aktif citayam fashion week widiw keren miris lihat ana,bully
654,2022-08-12 10:19:40+00:00,fathi_fatin4,fenomena pemuda abg citayam mayoritas merokok widiiihh kelihatan keren tapi bgmn pandangan dlm islam simak ,fenomena pemuda abg citayam mayoritas merokok widiiihh keren bgmn pandangan dlm islam simak ,fenomena pemuda abg citayam mayoritas rokok widiiihh keren bgmn pandang dlm islam simak,bully
655,2022-08-12 10:18:45+00:00,fatin_nissa4,fenomena pemuda abg citayam mayoritas merokok bagi mereka kelihatan keren bgmn pandangan islam simak ,fenomena pemuda abg citayam mayoritas merokok keren bgmn pandangan islam simak ,fenomena pemuda abg citayam mayoritas rokok keren bgmn pandang islam simak,bully
656,2022-08-12 10:18:03+00:00,risdiyan, emang kagak dibayar harus cari duit dari lain lah biar terkenal masuk bar, emang kagak dibayar cari duit biar terkenal masuk bar,emang kagak bayar cari duit biar kenal masuk bar,not bully
657,2022-08-12 10:17:58+00:00,mouzacat43s,pemilik produksi rokok saja tidak merokok karena tau itu bahaya tetapi para pemuda yang sudah diberi himbauan bahay,pemilik produksi rokok merokok tau bahaya pemuda himbauan bahay,milik produksi rokok rokok tau bahaya pemuda himbauan bahay,bully
658,2022-08-12 10:17:39+00:00,hidayah_ayya4,fenomena pemuda abg citayam mayoritas merokok widiiihh kelihatan keren bgmn pandangan dlm islam simak mmc,fenomena pemuda abg citayam mayoritas merokok widiiihh keren bgmn pandangan dlm islam simak mmc,fenomena pemuda abg citayam mayoritas rokok widiiihh keren bgmn pandang dlm islam simak mmc,bully
659,2022-08-12 10:17:27+00:00,ekadwi88, tapi kalo semua kesalahan dijatuhkan pada mereka pemuda citayam sepenuhnya juga gak bisa karena ada faktor lain, kalo kesalahan dijatuhkan pemuda citayam sepenuhnya gak faktor,kalo salah jatuh pemuda citayam sepenuh gak faktor,not bully
660,2022-08-12 10:17:19+00:00,vsvprasad13, ini juga ngak kalah keren dari anak anak citayam fashion week, ngak kalah keren anak anak citayam fashion week,ngak kalah keren anak anak citayam fashion week,not bully
661,2022-08-12 10:16:54+00:00,dzakiya290504,fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak ,fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak ,fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak,bully
662,2022-08-12 10:16:52+00:00,ardiya_phie14,soal hukum rokok berbagai ulama msh berbeda pendapat ada mengharamkan ada hanya makruh tapi efek buat keseh,hukum rokok ulama msh berbeda pendapat mengharamkan makruh efek keseh,hukum rokok ulama msh beda dapat haram makruh efek seh,bully
663,2022-08-12 10:16:43+00:00,hidayahbinti2,fenomena pemuda abg citayam mayoritas merokok kelihatan keren bgmn pandangan dlm islam simak mmc millenia,fenomena pemuda abg citayam mayoritas merokok keren bgmn pandangan dlm islam simak mmc millenia,fenomena pemuda abg citayam mayoritas rokok keren bgmn pandang dlm islam simak mmc millenia,bully
664,2022-08-12 10:16:33+00:00,sticknote5,fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak ,fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak ,fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak,bully
665,2022-08-12 10:16:14+00:00,bungapengagum,sob apa pendapat kalian kalau melihat anak anak abg lagi nongkrong terus merokok kayak yang kemarin sempat viral,sob pendapat anak anak abg nongkrong merokok kayak kemarin viral,sob dapat anak anak abg nongkrong rokok kayak kemarin viral,bully
666,2022-08-12 10:16:10+00:00,khayrun111,fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak ,fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak ,fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak,bully
667,2022-08-12 10:15:50+00:00,nisaa64983189,fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak ,fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak ,fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak,bully
668,2022-08-12 10:15:28+00:00,pasirku_ni,sebagai manusia yang diberikan akal seharusnya kita tidak melakukan sesuatu yang jelas bahayanya seperti pemuda per,manusia akal bahayanya pemuda,manusia akal bahaya pemuda,bully
669,2022-08-12 10:15:26+00:00,tanpana81115395,fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak ,fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak ,fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak,bully
670,2022-08-12 10:14:05+00:00,shafeeatitania,para pemuda citayam cfw kemarin kecil kecil sudah merokok heran kenapa ortunya melarang sih simak,pemuda citayam cfw kemarin merokok heran ortunya melarang sih simak,pemuda citayam cfw kemarin rokok heran ortunya larang sih simak,bully
671,2022-08-12 10:13:34+00:00,esjehanget,mau jakarta mas main citayam kah,jakarta mas main citayam kah,jakarta mas main citayam kah,not bully
672,2022-08-12 10:13:20+00:00,tanamanpemuja,fenomena abg perokok aktif citayam fashion week sob apa pndpat kalian kalau mlihat anak2 abg nongkrong trs ,fenomena abg perokok aktif citayam fashion week sob pndpat mlihat anak2 abg nongkrong trs ,fenomena abg okok aktif citayam fashion week sob pndpat mlihat anak2 abg nongkrong trs,bully
673,2022-08-12 10:12:57+00:00,apsarni_99,banyaknya penderita kanker tidak menyurutkan para pemuda baik citayam atau dimanapun untuk berhenti merokok ,banyaknya penderita kanker menyurutkan pemuda citayam dimanapun berhenti merokok ,banyak derita kanker surut pemuda citayam mana henti rokok,not bully
